Loaded plugins: fastestmirror
dbus-libs.x86_64                          1:1.2.24-7.el6_3               @anaconda-CentOS-201311272149.x86_64/6.5
device-mapper.x86_64                      1.02.79-8.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
device-mapper-event.x86_64                1.02.79-8.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
device-mapper-event-libs.x86_64           1.02.79-8.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
device-mapper-libs.x86_64                 1.02.79-8.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
device-mapper-multipath.x86_64            0.4.9-72.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
device-mapper-multipath-libs.x86_64       0.4.9-72.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
device-mapper-persistent-data.x86_64      0.2.8-2.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
dhclient.x86_64                           12:4.1.1-38.P1.el6.centos      @anaconda-CentOS-201311272149.x86_64/6.5
dhcp-common.x86_64                        12:4.1.1-38.P1.el6.centos      @anaconda-CentOS-201311272149.x86_64/6.5
diffutils.x86_64                          2.8.1-28.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
dracut.noarch                             004-335.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
dracut-kernel.noarch                      004-335.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
e2fsprogs.x86_64                          1.41.12-18.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
e2fsprogs-libs.x86_64                     1.41.12-18.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
efibootmgr.x86_64                         0.5.4-11.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
elfutils-libelf.x86_64                    0.152-1.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
epel-release.noarch                       6-8                            @/epel-release-6-8.noarch
ethtool.x86_64                            2:3.5-1.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
expat.x86_64                              2.0.1-11.el6_2                 @anaconda-CentOS-201311272149.x86_64/6.5
file.x86_64                               5.04-15.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
file-libs.x86_64                          5.04-15.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
filesystem.x86_64                         2.4.30-3.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
findutils.x86_64                          1:4.4.2-6.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
fipscheck.x86_64                          1.2.0-7.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
fipscheck-lib.x86_64                      1.2.0-7.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
firebird.x86_64                           2.5.2.26539.0-3.el6            @/firebird-2.5.2.26539.0-3.el6.x86_64
firebird-classic-common.x86_64            2.5.2.26539.0-3.el6            @epel  
firebird-filesystem.x86_64                2.5.2.26539.0-3.el6            @epel  
firebird-libfbclient.x86_64               2.5.2.26539.0-3.el6            @epel  
firebird-libfbembed.x86_64                2.5.2.26539.0-3.el6            @epel  
firebird-superclassic.x86_64              2.5.2.26539.0-3.el6            @epel  
fuse.x86_64                               2.8.3-4.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
gamin.x86_64                              0.1.10-9.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
gawk.x86_64                               3.1.7-10.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
gdbm.x86_64                               1.8.0-36.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
glib2.x86_64                              2.26.1-3.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
glibc.x86_64                              2.12-1.132.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
glibc-common.x86_64                       2.12-1.132.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
gmp.x86_64                                4.3.1-7.el6_2.2                @anaconda-CentOS-201311272149.x86_64/6.5
gnupg2.x86_64                             2.0.14-6.el6_4                 @anaconda-CentOS-201311272149.x86_64/6.5
gpgme.x86_64                              1.1.8-3.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
grep.x86_64                               2.6.3-4.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
groff.x86_64                              1.18.1.4-21.el6                @anaconda-CentOS-201311272149.x86_64/6.5
grub.x86_64                               1:0.97-83.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
grubby.x86_64                             7.0.15-5.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
gzip.x86_64                               1.3.12-19.el6_4                @anaconda-CentOS-201311272149.x86_64/6.5
httpd.x86_64                              2.2.15-30.el6.centos           @updates
httpd-tools.x86_64                        2.2.15-30.el6.centos           @updates
hwdata.noarch                             0.233-9.1.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
info.x86_64                               4.13a-8.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
initscripts.x86_64                        9.03.40-2.el6.centos           @anaconda-CentOS-201311272149.x86_64/6.5
iproute.x86_64                            2.6.32-31.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
iptables.x86_64                           1.4.7-11.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
iptables-ipv6.x86_64                      1.4.7-11.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
iputils.x86_64                            20071127-17.el6_4.2            @anaconda-CentOS-201311272149.x86_64/6.5
iscsi-initiator-utils.x86_64              6.2.0.873-10.el6               @anaconda-CentOS-201311272149.x86_64/6.5
kbd.x86_64                                1.15-11.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
kbd-misc.noarch                           1.15-11.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
kernel.x86_64                             2.6.32-431.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
kernel-firmware.noarch                    2.6.32-431.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
keyutils-libs.x86_64                      1.4-4.el6                      @anaconda-CentOS-201311272149.x86_64/6.5
kpartx.x86_64                             0.4.9-72.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
krb5-libs.x86_64                          1.10.3-10.el6_4.6              @anaconda-CentOS-201311272149.x86_64/6.5
less.x86_64                               436-10.el6                     @anaconda-CentOS-201311272149.x86_64/6.5
libacl.x86_64                             2.2.49-6.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
libaio.x86_64                             0.3.107-10.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
libattr.x86_64                            2.4.44-7.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
libblkid.x86_64                           2.17.2-12.14.el6               @anaconda-CentOS-201311272149.x86_64/6.5
libcap.x86_64                             2.16-5.5.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
libcap-ng.x86_64                          0.6.4-3.el6_0.1                @anaconda-CentOS-201311272149.x86_64/6.5
libcom_err.x86_64                         1.41.12-18.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
libcurl.x86_64                            7.19.7-37.el6_4                @anaconda-CentOS-201311272149.x86_64/6.5
libdrm.x86_64                             2.4.45-2.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
libedit.x86_64                            2.11-4.20080712cvs.1.el6       @anaconda-CentOS-201311272149.x86_64/6.5
libffi.x86_64                             3.0.5-3.2.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
libgcc.x86_64                             4.4.7-4.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
libgcrypt.x86_64                          1.4.5-11.el6_4                 @anaconda-CentOS-201311272149.x86_64/6.5
libgpg-error.x86_64                       1.7-4.el6                      @anaconda-CentOS-201311272149.x86_64/6.5
libicu.x86_64                             4.2.1-9.1.el6_2                @base  
libidn.x86_64                             1.18-2.el6                     @anaconda-CentOS-201311272149.x86_64/6.5
libnih.x86_64                             1.0.1-7.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
libpciaccess.x86_64                       0.13.1-2.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
libselinux.x86_64                         2.0.94-5.3.el6_4.1             @anaconda-CentOS-201311272149.x86_64/6.5
libselinux-utils.x86_64                   2.0.94-5.3.el6_4.1             @anaconda-CentOS-201311272149.x86_64/6.5
libsemanage.x86_64                        2.0.43-4.2.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
libsepol.x86_64                           2.0.41-4.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
libss.x86_64                              1.41.12-18.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
libssh2.x86_64                            1.4.2-1.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
libstdc++.x86_64                          4.4.7-4.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
libtasn1.x86_64                           2.3-3.el6_2.1                  @anaconda-CentOS-201311272149.x86_64/6.5
libudev.x86_64                            147-2.51.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
libusb.x86_64                             0.1.12-23.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
libuser.x86_64                            0.56.13-5.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
libutempter.x86_64                        1.1.5-4.1.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
libuuid.x86_64                            2.17.2-12.14.el6               @anaconda-CentOS-201311272149.x86_64/6.5
libxml2.x86_64                            2.7.6-14.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
logrotate.x86_64                          3.7.8-17.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
lua.x86_64                                5.1.4-4.1.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
lvm2.x86_64                               2.02.100-8.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
lvm2-libs.x86_64                          2.02.100-8.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
m4.x86_64                                 1.4.13-5.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
mailcap.noarch                            2.1.31-2.el6                   @base  
make.x86_64                               1:3.81-20.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
mdadm.x86_64                              3.2.6-7.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
mingetty.x86_64                           1.08-5.el6                     @anaconda-CentOS-201311272149.x86_64/6.5
module-init-tools.x86_64                  3.9-21.el6_4                   @anaconda-CentOS-201311272149.x86_64/6.5
mysql-libs.x86_64                         5.1.71-1.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
ncurses.x86_64                            5.7-3.20090208.el6             @anaconda-CentOS-201311272149.x86_64/6.5
ncurses-base.x86_64                       5.7-3.20090208.el6             @anaconda-CentOS-201311272149.x86_64/6.5
ncurses-libs.x86_64                       5.7-3.20090208.el6             @anaconda-CentOS-201311272149.x86_64/6.5
net-tools.x86_64                          1.60-110.el6_2                 @anaconda-CentOS-201311272149.x86_64/6.5
newt.x86_64                               0.52.11-3.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
newt-python.x86_64                        0.52.11-3.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
nspr.x86_64                               4.10.0-1.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
nss.x86_64                                3.15.1-15.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
nss-softokn.x86_64                        3.14.3-9.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
nss-softokn-freebl.x86_64                 3.14.3-9.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
nss-sysinit.x86_64                        3.15.1-15.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
nss-tools.x86_64                          3.15.1-15.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
nss-util.x86_64                           3.15.1-3.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
openldap.x86_64                           2.4.23-32.el6_4.1              @anaconda-CentOS-201311272149.x86_64/6.5
openssh.x86_64                            5.3p1-94.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
openssh-clients.x86_64                    5.3p1-94.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
openssh-server.x86_64                     5.3p1-94.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
openssl.x86_64                            1.0.1e-15.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
p11-kit.x86_64                            0.18.5-2.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
p11-kit-trust.x86_64                      0.18.5-2.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
pam.x86_64                                1.1.1-17.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
passwd.x86_64                             0.77-4.el6_2.2                 @anaconda-CentOS-201311272149.x86_64/6.5
pciutils-libs.x86_64                      3.1.10-2.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
pcre.x86_64                               7.8-6.el6                      @anaconda-CentOS-201311272149.x86_64/6.5
pinentry.x86_64                           0.7.6-6.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
pkgconfig.x86_64                          1:0.23-9.1.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
plymouth.x86_64                           0.8.3-27.el6.centos            @anaconda-CentOS-201311272149.x86_64/6.5
plymouth-core-libs.x86_64                 0.8.3-27.el6.centos            @anaconda-CentOS-201311272149.x86_64/6.5
plymouth-scripts.x86_64                   0.8.3-27.el6.centos            @anaconda-CentOS-201311272149.x86_64/6.5
policycoreutils.x86_64                    2.0.83-19.39.el6               @anaconda-CentOS-201311272149.x86_64/6.5
popt.x86_64                               1.13-7.el6                     @anaconda-CentOS-201311272149.x86_64/6.5
postfix.x86_64                            2:2.6.6-2.2.el6_1              @anaconda-CentOS-201311272149.x86_64/6.5
procps.x86_64                             3.2.8-25.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
psmisc.x86_64                             22.6-15.el6_0.1                @anaconda-CentOS-201311272149.x86_64/6.5
pth.x86_64                                2.0.7-9.3.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
pygpgme.x86_64                            0.1-18.20090824bzr68.el6       @anaconda-CentOS-201311272149.x86_64/6.5
python.x86_64                             2.6.6-51.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
python-iniparse.noarch                    0.3.1-2.1.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
python-libs.x86_64                        2.6.6-51.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
python-pycurl.x86_64                      7.19.0-8.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
python-urlgrabber.noarch                  3.9.1-9.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
readline.x86_64                           6.0-4.el6                      @anaconda-CentOS-201311272149.x86_64/6.5
redhat-logos.noarch                       60.0.14-12.el6.centos          @anaconda-CentOS-201311272149.x86_64/6.5
rootfiles.noarch                          8.1-6.1.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
rpm.x86_64                                4.8.0-37.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
rpm-libs.x86_64                           4.8.0-37.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
rpm-python.x86_64                         4.8.0-37.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
rsyslog.x86_64                            5.8.10-8.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
sed.x86_64                                4.2.1-10.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
selinux-policy.noarch                     3.7.19-231.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
selinux-policy-targeted.noarch            3.7.19-231.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
setup.noarch                              2.8.14-20.el6_4.1              @anaconda-CentOS-201311272149.x86_64/6.5
shadow-utils.x86_64                       2:4.1.4.2-13.el6               @anaconda-CentOS-201311272149.x86_64/6.5
shared-mime-info.x86_64                   0.70-4.el6                     @anaconda-CentOS-201311272149.x86_64/6.5
slang.x86_64                              2.2.1-1.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
sqlite.x86_64                             3.6.20-1.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
sudo.x86_64                               1.8.6p3-12.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
system-config-firewall-base.noarch        1.2.27-5.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
sysvinit-tools.x86_64                     2.87-5.dsf.el6                 @anaconda-CentOS-201311272149.x86_64/6.5
tar.x86_64                                2:1.23-11.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
tcp_wrappers-libs.x86_64                  7.6-57.el6                     @anaconda-CentOS-201311272149.x86_64/6.5
tzdata.noarch                             2013g-1.el6                    @anaconda-CentOS-201311272149.x86_64/6.5
udev.x86_64                               147-2.51.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
upstart.x86_64                            0.6.5-12.el6_4.1               @anaconda-CentOS-201311272149.x86_64/6.5
ustr.x86_64                               1.0.4-9.1.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
util-linux-ng.x86_64                      2.17.2-12.14.el6               @anaconda-CentOS-201311272149.x86_64/6.5
vim-minimal.x86_64                        2:7.2.411-1.8.el6              @anaconda-CentOS-201311272149.x86_64/6.5
wget.x86_64                               1.12-1.11.el6_5                @updates
which.x86_64                              2.19-6.el6                     @anaconda-CentOS-201311272149.x86_64/6.5
xfsprogs.x86_64                           3.1.1-14.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
xz-libs.x86_64                            4.999.9-0.3.beta.20091007git.el6
                                                                         @anaconda-CentOS-201311272149.x86_64/6.5
yum.noarch                                3.2.29-40.el6.centos           @anaconda-CentOS-201311272149.x86_64/6.5
yum-metadata-parser.x86_64                1.1.2-16.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
yum-plugin-fastestmirror.noarch           1.1.30-14.el6                  @anaconda-CentOS-201311272149.x86_64/6.5
zlib.x86_64                               1.2.3-29.el6                   @anaconda-CentOS-201311272149.x86_64/6.5
Available Packages
2ping.noarch                              2.0-2.el6                      epel   
389-admin.i686                            1.1.35-1.el6                   epel   
389-admin.x86_64                          1.1.35-1.el6                   epel   
389-admin-console.noarch                  1.1.8-1.el6                    epel   
389-admin-console-doc.noarch              1.1.8-1.el6                    epel   
389-adminutil.i686                        1.1.19-1.el6                   epel   
389-adminutil.x86_64                      1.1.19-1.el6                   epel   
389-adminutil-devel.i686                  1.1.19-1.el6                   epel   
389-adminutil-devel.x86_64                1.1.19-1.el6                   epel   
389-console.noarch                        1.1.7-1.el6                    epel   
389-ds.noarch                             1.2.2-1.el6                    epel   
389-ds-base.x86_64                        1.2.11.15-33.el6_5             updates
389-ds-base-devel.i686                    1.2.11.15-33.el6_5             updates
389-ds-base-devel.x86_64                  1.2.11.15-33.el6_5             updates
389-ds-base-libs.i686                     1.2.11.15-33.el6_5             updates
389-ds-base-libs.x86_64                   1.2.11.15-33.el6_5             updates
389-ds-console.noarch                     1.2.6-1.el6                    epel   
389-ds-console-doc.noarch                 1.2.6-1.el6                    epel   
389-dsgw.x86_64                           1.1.11-1.el6                   epel   
3proxy.x86_64                             0.6.1-10.el6                   epel   
4ti2.x86_64                               1.3.2-6.el6                    epel   
64tass.x86_64                             1.50.486-1.el6                 epel   
AGReader.x86_64                           1.2-6.el6                      epel   
ATpy.noarch                               0.9.6-1.el6                    epel   
AntTweakBar.i686                          1.14-5.el6                     epel   
AntTweakBar.x86_64                        1.14-5.el6                     epel   
AntTweakBar-devel.i686                    1.14-5.el6                     epel   
AntTweakBar-devel.x86_64                  1.14-5.el6                     epel   
BEDTools.x86_64                           2.15.0-1.el6                   epel   
BEDTools-docs.x86_64                      2.15.0-1.el6                   epel   
BackupPC.x86_64                           3.3.0-2.el6                    epel   
BareBonesBrowserLaunch.noarch             3.1-1.el6                      epel   
BareBonesBrowserLaunch-javadoc.noarch     3.1-1.el6                      epel   
BitchX.x86_64                             1.2.1-1.el6                    epel   
CBFlib.i686                               0.9.2.3-2.el6                  epel   
CBFlib.x86_64                             0.9.2.3-2.el6                  epel   
CBFlib-devel.i686                         0.9.2.3-2.el6                  epel   
CBFlib-devel.x86_64                       0.9.2.3-2.el6                  epel   
CGSI-gSOAP.i686                           1.3.5-2.el6                    epel   
CGSI-gSOAP.x86_64                         1.3.5-2.el6                    epel   
CGSI-gSOAP-devel.i686                     1.3.5-2.el6                    epel   
CGSI-gSOAP-devel.x86_64                   1.3.5-2.el6                    epel   
CQRlib.i686                               1.1.2-1.el6                    epel   
CQRlib.x86_64                             1.1.2-1.el6                    epel   
CQRlib-devel.i686                         1.1.2-1.el6                    epel   
CQRlib-devel.x86_64                       1.1.2-1.el6                    epel   
CUnit.i686                                2.1.2-6.el6                    epel   
CUnit.x86_64                              2.1.2-6.el6                    epel   
CUnit-devel.i686                          2.1.2-6.el6                    epel   
CUnit-devel.x86_64                        2.1.2-6.el6                    epel   
CVector.i686                              1.0.3.1-3.el6                  epel   
CVector.x86_64                            1.0.3.1-3.el6                  epel   
CVector-devel.i686                        1.0.3.1-3.el6                  epel   
CVector-devel.x86_64                      1.0.3.1-3.el6                  epel   
Canna.x86_64                              3.7p3-28.el6                   epel   
Canna-devel.i686                          3.7p3-28.el6                   epel   
Canna-devel.x86_64                        3.7p3-28.el6                   epel   
Canna-libs.i686                           3.7p3-28.el6                   epel   
Canna-libs.x86_64                         3.7p3-28.el6                   epel   
CharLS.i686                               1.0-1.el6                      epel   
CharLS.x86_64                             1.0-1.el6                      epel   
CharLS-devel.i686                         1.0-1.el6                      epel   
CharLS-devel.x86_64                       1.0-1.el6                      epel   
Coin2.i686                                2.5.0-16.el6                   epel   
Coin2.x86_64                              2.5.0-16.el6                   epel   
Coin2-devel.i686                          2.5.0-16.el6                   epel   
Coin2-devel.x86_64                        2.5.0-16.el6                   epel   
ColPack.i686                              1.0.9-3.el6                    epel   
ColPack.x86_64                            1.0.9-3.el6                    epel   
ColPack-cli.x86_64                        1.0.9-3.el6                    epel   
ColPack-devel.i686                        1.0.9-3.el6                    epel   
ColPack-devel.x86_64                      1.0.9-3.el6                    epel   
ColPack-doc.noarch                        1.0.9-3.el6                    epel   
ConsoleKit.x86_64                         0.4.1-3.el6                    base   
ConsoleKit-devel.i686                     0.4.1-3.el6                    base   
ConsoleKit-devel.x86_64                   0.4.1-3.el6                    base   
ConsoleKit-docs.x86_64                    0.4.1-3.el6                    base   
ConsoleKit-libs.i686                      0.4.1-3.el6                    base   
ConsoleKit-libs.x86_64                    0.4.1-3.el6                    base   
ConsoleKit-x11.x86_64                     0.4.1-3.el6                    base   
CutyCapt.x86_64                           0-0.2.20130714svn.el6          epel   
Cython.x86_64                             0.14.1-3.el6                   epel   
DeviceKit-power.i686                      014-3.el6                      base   
DeviceKit-power.x86_64                    014-3.el6                      base   
DeviceKit-power-devel.i686                014-3.el6                      base   
DeviceKit-power-devel.x86_64              014-3.el6                      base   
DeviceKit-power-devel-docs.noarch         014-3.el6                      base   
Django-south.noarch                       0.7.5-1.el6                    epel   
Django14.noarch                           1.4.13-1.el6                   epel   
Django14-doc.noarch                       1.4.13-1.el6                   epel   
ETL-devel.i686                            0.04.13-1.el6                  epel   
ETL-devel.x86_64                          0.04.13-1.el6                  epel   
ElectricFence.i686                        2.2.2-28.el6                   base   
ElectricFence.x86_64                      2.2.2-28.el6                   base   
GConf2.i686                               2.28.0-6.el6                   base   
GConf2.x86_64                             2.28.0-6.el6                   base   
GConf2-devel.i686                         2.28.0-6.el6                   base   
GConf2-devel.x86_64                       2.28.0-6.el6                   base   
GConf2-gtk.x86_64                         2.28.0-6.el6                   base   
GMT.i686                                  4.5.11-1.el6                   epel   
GMT.x86_64                                4.5.11-1.el6                   epel   
GMT-coastlines.noarch                     2.2.4-1.el6                    epel   
GMT-coastlines-full.noarch                2.2.4-1.el6                    epel   
GMT-coastlines-high.noarch                2.2.4-1.el6                    epel   
GMT-common.noarch                         4.5.11-1.el6                   epel   
GMT-devel.i686                            4.5.11-1.el6                   epel   
GMT-devel.x86_64                          4.5.11-1.el6                   epel   
GMT-doc.noarch                            4.5.11-1.el6                   epel   
GMT-octave.x86_64                         4.5.11-1.el6                   epel   
GMT-static.i686                           4.5.11-1.el6                   epel   
GMT-static.x86_64                         4.5.11-1.el6                   epel   
GeoIP.i686                                1.4.8-1.el6                    epel   
GeoIP.x86_64                              1.4.8-1.el6                    epel   
GeoIP-devel.i686                          1.4.8-1.el6                    epel   
GeoIP-devel.x86_64                        1.4.8-1.el6                    epel   
